id,region,country,ISO3,year,levels_income,GDPpercap,country_population_1000,urban_percentage,residence,levels_waterservice,method_waterservice,served_percentage,served_population_1000
1143,ASEAN,Indonesia,IDN,2008,Upper middle income,2144.3895441928744,237936.543,48.33500289916992,urban,unimproved,NA,6.420680519036146,7384.208606298182
1144,ASEAN,Indonesia,IDN,2008,Upper middle income,2144.3895441928744,237936.543,48.33500289916992,urban,surface water,NA,1,1150.066349572347
1145,ASEAN,Indonesia,IDN,2008,Upper middle income,2144.3895441928744,237936.543,48.33500289916992,national,safely managed,NA,26.1730364870992,62275.21821553248
1146,ASEAN,Indonesia,IDN,2008,Upper middle income,2144.3895441928744,237936.543,48.33500289916992,national,basic,NA,82.77673012639914,196956.09007119367
1147,ASEAN,Indonesia,IDN,2008,Upper middle income,2144.3895441928744,237936.543,48.33500289916992,national,limited,NA,NA,NA
1148,ASEAN,Indonesia,IDN,2008,Upper middle income,2144.3895441928744,237936.543,48.33500289916992,national,unimproved,NA,13.95157424227964,33195.893446158625
1149,ASEAN,Indonesia,IDN,2008,Upper middle income,2144.3895441928744,237936.543,48.33500289916992,national,surface water,NA,2.590449621796576,6163.626278259348
1150,ASEAN,Indonesia,IDN,2008,Upper middle income,2144.3895441928744,237936.543,48.33500289916992,rural,improved,piped,8.550696926242495,10511.363868445458
1151,ASEAN,Indonesia,IDN,2008,Upper middle income,2144.3895441928744,237936.543,48.33500289916992,rural,improved,non-piped,65.86383540480881,80966.35229656978
1152,ASEAN,Indonesia,IDN,2008,Upper middle income,2144.3895441928744,237936.543,48.33500289916992,urban,improved,piped,31.97835594500867,36777.23108700128
1153,ASEAN,Indonesia,IDN,2008,Upper middle income,2144.3895441928744,237936.543,48.33500289916992,urban,improved,non-piped,61.1461013248757,70322.07354128064
1154,ASEAN,Indonesia,IDN,2008,Upper middle income,2144.3895441928744,237936.543,48.33500289916992,national,improved,piped,19.87445652025175,47288.59478432511
1155,ASEAN,Indonesia,IDN,2008,Upper middle income,2144.3895441928744,237936.543,48.33500289916992,national,improved,non-piped,63.58351961567202,151288.42849125687
1156,ASEAN,Indonesia,IDN,2009,Upper middle income,2239.0952652989554,240981.299,49.13400268554688,rural,safely managed,NA,20.45844970038986,25077.464585350703
1157,ASEAN,Indonesia,IDN,2009,Upper middle income,2239.0952652989554,240981.299,49.13400268554688,rural,basic,NA,74.77583030054015,91658.37410281658
1158,ASEAN,Indonesia,IDN,2009,Upper middle income,2239.0952652989554,240981.299,49.13400268554688,rural,limited,NA,NA,NA
1159,ASEAN,Indonesia,IDN,2009,Upper middle income,2239.0952652989554,240981.299,49.13400268554688,rural,unimproved,NA,20.11126193099949,24651.89035470956
1160,ASEAN,Indonesia,IDN,2009,Upper middle income,2239.0952652989554,240981.299,49.13400268554688,rural,surface water,NA,4.396303750218749,5388.8810353237195
1161,ASEAN,Indonesia,IDN,2009,Upper middle income,2239.0952652989554,240981.299,49.13400268554688,urban,safely managed,NA,32.73903691672447,38764.25001697931
1162,ASEAN,Indonesia,IDN,2009,Upper middle income,2239.0952652989554,240981.299,49.13400268554688,urban,basic,NA,92.86026881380018,109950.04789231293
1163,ASEAN,Indonesia,IDN,2009,Upper middle income,2239.0952652989554,240981.299,49.13400268554688,urban,limited,NA,NA,NA
1164,ASEAN,Indonesia,IDN,2009,Upper middle income,2239.0952652989554,240981.299,49.13400268554688,urban,unimproved,NA,6.033379975189035,7143.748620356904
1165,ASEAN,Indonesia,IDN,2009,Upper middle income,2239.0952652989554,240981.299,49.13400268554688,urban,surface water,NA,1,1184.0375792232576
1166,ASEAN,Indonesia,IDN,2009,Upper middle income,2239.0952652989554,240981.299,49.13400268554688,national,safely managed,NA,26.49239423031622,63841.715752417076
1167,ASEAN,Indonesia,IDN,2009,Upper middle income,2239.0952652989554,240981.299,49.13400268554688,national,basic,NA,83.66144056188506,201608.4262281435
1168,ASEAN,Indonesia,IDN,2009,Upper middle income,2239.0952652989554,240981.299,49.13400268554688,national,limited,NA,NA,NA
1169,ASEAN,Indonesia,IDN,2009,Upper middle income,2239.0952652989554,240981.299,49.13400268554688,national,unimproved,NA,13.19423315369198,31795.6344468556
1170,ASEAN,Indonesia,IDN,2009,Upper middle income,2239.0952652989554,240981.299,49.13400268554688,national,surface water,NA,2.445787522781971,5893.890543179915
1171,ASEAN,Indonesia,IDN,2009,Upper middle income,2239.0952652989554,240981.299,49.13400268554688,rural,improved,piped,8.930826184394846,10947.187134752277
1172,ASEAN,Indonesia,IDN,2009,Upper middle income,2239.0952652989554,240981.299,49.13400268554688,rural,improved,non-piped,66.56160813438692,81589.58255288868
1173,ASEAN,Indonesia,IDN,2009,Upper middle income,2239.0952652989554,240981.299,49.13400268554688,urban,improved,piped,31.80555621254928,37658.97378375609
1174,ASEAN,Indonesia,IDN,2009,Upper middle income,2239.0952652989554,240981.299,49.13400268554688,urban,improved,non-piped,61.73454926380634,73096.0262647562
1175,ASEAN,Indonesia,IDN,2009,Upper middle income,2239.0952652989554,240981.299,49.13400268554688,national,improved,piped,20.17009685109497,48606.16140132675
1176,ASEAN,Indonesia,IDN,2009,Upper middle income,2239.0952652989554,240981.299,49.13400268554688,national,improved,non-piped,64.18988247243107,154685.61260863772
1177,ASEAN,Indonesia,IDN,2010,Upper middle income,3094.443078664034,244016.173,49.91400146484375,rural,safely managed,NA,20.75056113906493,25360.907705710237
1178,ASEAN,Indonesia,IDN,2010,Upper middle income,3094.443078664034,244016.173,49.91400146484375,rural,basic,NA,75.81231418318453,92656.24626104398
1179,ASEAN,Indonesia,IDN,2010,Upper middle income,3094.443078664034,244016.173,49.91400146484375,rural,limited,NA,NA,NA
1180,ASEAN,Indonesia,IDN,2010,Upper middle income,3094.443078664034,244016.173,49.91400146484375,rural,unimproved,NA,19.22544674743727,23496.94436189955
1181,ASEAN,Indonesia,IDN,2010,Upper middle income,3094.443078664034,244016.173,49.91400146484375,rural,surface water,NA,4.204216946050053,5138.307211501415
1182,ASEAN,Indonesia,IDN,2010,Upper middle income,3094.443078664034,244016.173,49.91400146484375,urban,safely managed,NA,32.88451378898936,40052.75776664744
1183,ASEAN,Indonesia,IDN,2010,Upper middle income,3094.443078664034,244016.173,49.91400146484375,urban,basic,NA,93.28295441260552,113616.99311778483
1184,ASEAN,Indonesia,IDN,2010,Upper middle income,3094.443078664034,244016.173,49.91400146484375,urban,limited,NA,NA,NA
1185,ASEAN,Indonesia,IDN,2010,Upper middle income,3094.443078664034,244016.173,49.91400146484375,urban,unimproved,NA,5.646079431342045,6876.825159887621
1186,ASEAN,Indonesia,IDN,2010,Upper middle income,3094.443078664034,244016.173,49.91400146484375,urban,surface water,NA,1,1217.9823616567567
1187,ASEAN,Indonesia,IDN,2010,Upper middle income,3094.443078664034,244016.173,49.91400146484375,national,safely managed,NA,26.80710292213775,65413.66664277171
1188,ASEAN,Indonesia,IDN,2010,Upper middle income,3094.443078664034,244016.173,49.91400146484375,national,basic,NA,84.53261175271969,206273.2441359348
1189,ASEAN,Indonesia,IDN,2010,Upper middle income,3094.443078664034,244016.173,49.91400146484375,national,limited,NA,NA,NA
1190,ASEAN,Indonesia,IDN,2010,Upper middle income,3094.443078664034,244016.173,49.91400146484375,national,unimproved,NA,12.44743903231011,30373.764363151364
1191,ASEAN,Indonesia,IDN,2010,Upper middle income,3094.443078664034,244016.173,49.91400146484375,national,surface water,NA,2.304465206390495,5623.267804750638
1192,ASEAN,Indonesia,IDN,2010,Upper middle income,3094.443078664034,244016.173,49.91400146484375,rural,improved,piped,9.310955442547197,11379.657641444419
1193,ASEAN,Indonesia,IDN,2010,Upper middle income,3094.443078664034,244016.173,49.91400146484375,rural,improved,non-piped,67.25938086396548,82203.02761947898
1194,ASEAN,Indonesia,IDN,2010,Upper middle income,3094.443078664034,244016.173,49.91400146484375,urban,improved,piped,31.63275648008982,38528.13944333287
1195,ASEAN,Indonesia,IDN,2010,Upper middle income,3094.443078664034,244016.173,49.91400146484375,urban,improved,non-piped,62.32299720273693,75908.31131851696
1196,ASEAN,Indonesia,IDN,2010,Upper middle income,3094.443078664034,244016.173,49.91400146484375,national,improved,piped,20.45265963077635,49907.79730773638
1197,ASEAN,Indonesia,IDN,2010,Upper middle income,3094.443078664034,244016.173,49.91400146484375,national,improved,non-piped,64.79543613052304,158111.3435243616
1198,ASEAN,Indonesia,IDN,2011,Upper middle income,3613.8008884857973,247099.697,50.59499740600586,rural,safely managed,NA,21.04267257773989,25688.812976858964
1199,ASEAN,Indonesia,IDN,2011,Upper middle income,3613.8008884857973,247099.697,50.59499740600586,rural,basic,NA,76.84792003120899,93815.64238331057
1200,ASEAN,Indonesia,IDN,2011,Upper middle income,3613.8008884857973,247099.697,50.59499740600586,rural,limited,NA,NA,NA
1201,ASEAN,Indonesia,IDN,2011,Upper middle income,3613.8008884857973,247099.697,50.59499740600586,rural,unimproved,NA,18.33963156387551,22388.95100270096
1202,ASEAN,Indonesia,IDN,2011,Upper middle income,3613.8008884857973,247099.697,50.59499740600586,rural,surface water,NA,4.012130141881357,4897.992898613015
1203,ASEAN,Indonesia,IDN,2011,Upper middle income,3613.8008884857973,247099.697,50.59499740600586,urban,safely managed,NA,33.0299906612543,41294.12249511983
1204,ASEAN,Indonesia,IDN,2011,Upper middle income,3613.8008884857973,247099.697,50.59499740600586,urban,basic,NA,93.7057290043736,117150.98232044622
1205,ASEAN,Indonesia,IDN,2011,Upper middle income,3613.8008884857973,247099.697,50.59499740600586,urban,limited,NA,NA,NA
1206,ASEAN,Indonesia,IDN,2011,Upper middle income,3613.8008884857973,247099.697,50.59499740600586,urban,unimproved,NA,5.258778887494941,6574.529850221872
1207,ASEAN,Indonesia,IDN,2011,Upper middle income,3613.8008884857973,247099.697,50.59499740600586,urban,surface water,NA,1,1250.2008528739832
1208,ASEAN,Indonesia,IDN,2011,Upper middle income,3613.8008884857973,247099.697,50.59499740600586,national,safely managed,NA,27.10765573897627,66982.93519481347
1209,ASEAN,Indonesia,IDN,2011,Upper middle income,3613.8008884857973,247099.697,50.59499740600586,national,basic,NA,85.37712756343083,210966.62351654106
1210,ASEAN,Indonesia,IDN,2011,Upper middle income,3613.8008884857973,247099.697,50.59499740600586,national,limited,NA,NA,NA
1211,ASEAN,Indonesia,IDN,2011,Upper middle income,3613.8008884857973,247099.697,50.59499740600586,national,unimproved,NA,11.72137501483973,28963.482145902675
1212,ASEAN,Indonesia,IDN,2011,Upper middle income,3613.8008884857973,247099.697,50.59499740600586,national,surface water,NA,2.16930299007702,5360.341115492256
1213,ASEAN,Indonesia,IDN,2011,Upper middle income,3613.8008884857973,247099.697,50.59499740600586,rural,improved,piped,9.691084700699435,11830.838573353214
1214,ASEAN,Indonesia,IDN,2011,Upper middle income,3613.8008884857973,247099.697,50.59499740600586,rural,improved,non-piped,67.9571535935437,82961.82923793446
1215,ASEAN,Indonesia,IDN,2011,Upper middle income,3613.8008884857973,247099.697,50.59499740600586,urban,improved,piped,31.45995674763043,39331.26475726619
1216,ASEAN,Indonesia,IDN,2011,Upper middle income,3613.8008884857973,247099.697,50.59499740600586,urban,improved,non-piped,62.91144514166757,78651.9423716476
1217,ASEAN,Indonesia,IDN,2011,Upper middle income,3613.8008884857973,247099.697,50.59499740600586,national,improved,piped,20.70504493925063,51162.10330860214
1218,ASEAN,Indonesia,IDN,2011,Upper middle income,3613.8008884857973,247099.697,50.59499740600586,national,improved,non-piped,65.40427705583261,161613.77043000289
1219,ASEAN,Indonesia,IDN,2012,Upper middle income,3668.212083370969,250222.695,51.2760009765625,rural,safely managed,NA,21.33478401641484,26011.049390989756
1220,ASEAN,Indonesia,IDN,2012,Upper middle income,3668.212083370969,250222.695,51.2760009765625,rural,basic,NA,77.88264784461394,94953.35871357642
1221,ASEAN,Indonesia,IDN,2012,Upper middle income,3668.212083370969,250222.695,51.2760009765625,rural,limited,NA,NA,NA
1222,ASEAN,Indonesia,IDN,2012,Upper middle income,3668.212083370969,250222.695,51.2760009765625,rural,unimproved,NA,17.4538163803137,21279.43172896933
1223,ASEAN,Indonesia,IDN,2012,Upper middle income,3668.212083370969,250222.695,51.2760009765625,rural,surface water,NA,3.820043337712718,4657.3396691767475
1224,ASEAN,Indonesia,IDN,2012,Upper middle income,3668.212083370969,250222.695,51.2760009765625,urban,safely managed,NA,33.17546753351923,42565.51540577034
1225,ASEAN,Indonesia,IDN,2012,Upper middle income,3668.212083370969,250222.695,51.2760009765625,urban,basic,NA,94.12859258910429,120770.92972169419
1226,ASEAN,Indonesia,IDN,2012,Upper middle income,3668.212083370969,250222.695,51.2760009765625,urban,limited,NA,NA,NA
1227,ASEAN,Indonesia,IDN,2012,Upper middle income,3668.212083370969,250222.695,51.2760009765625,urban,unimproved,NA,4.87147834364783,6250.310904463145
1228,ASEAN,Indonesia,IDN,2012,Upper middle income,3668.212083370969,250222.695,51.2760009765625,urban,surface water,NA,1,1283.04191531781
1229,ASEAN,Indonesia,IDN,2012,Upper middle income,3668.212083370969,250222.695,51.2760009765625,national,safely managed,NA,27.40621284813549,68576.56438604089
1230,ASEAN,Indonesia,IDN,2012,Upper middle income,3668.212083370969,250222.695,51.2760009765625,national,basic,NA,86.21291846595008,215724.28802365297
1231,ASEAN,Indonesia,IDN,2012,Upper middle income,3668.212083370969,250222.695,51.2760009765625,national,limited,NA,NA,NA
1232,ASEAN,Indonesia,IDN,2012,Upper middle income,3668.212083370969,250222.695,51.2760009765625,national,unimproved,NA,11.00209670540394,27529.74288276795
1233,ASEAN,Indonesia,IDN,2012,Upper middle income,3668.212083370969,250222.695,51.2760009765625,national,surface water,NA,2.036370900121453,5095.462146479659
1234,ASEAN,Indonesia,IDN,2012,Upper middle income,3668.212083370969,250222.695,51.2760009765625,rural,improved,piped,10.07121395885179,12278.673339714474
1235,ASEAN,Indonesia,IDN,2012,Upper middle income,3668.212083370969,250222.695,51.2760009765625,rural,improved,non-piped,68.6549263231218,83703.05873035845
1236,ASEAN,Indonesia,IDN,2012,Upper middle income,3668.212083370969,250222.695,51.2760009765625,urban,improved,piped,31.28715701517098,40142.73386159403
1237,ASEAN,Indonesia,IDN,2012,Upper middle income,3668.212083370969,250222.695,51.2760009765625,urban,improved,non-piped,63.49989308059827,81473.02444060695
1238,ASEAN,Indonesia,IDN,2012,Upper middle income,3668.212083370969,250222.695,51.2760009765625,national,improved,piped,20.94990079832714,52421.406377400686
1239,ASEAN,Indonesia,IDN,2012,Upper middle income,3668.212083370969,250222.695,51.2760009765625,national,improved,non-piped,66.01163159614745,165176.08359335168
1240,ASEAN,Indonesia,IDN,2013,Upper middle income,3602.885516806293,253275.918,51.95500564575195,rural,safely managed,NA,21.6268954550898,26316.99062001219
1241,ASEAN,Indonesia,IDN,2013,Upper middle income,3602.885516806293,253275.918,51.95500564575195,rural,basic,NA,78.91649762339942,96030.6453615579
1242,ASEAN,Indonesia,IDN,2013,Upper middle income,3602.885516806293,253275.918,51.95500564575195,rural,limited,NA,NA,NA
1243,ASEAN,Indonesia,IDN,2013,Upper middle income,3602.885516806293,253275.918,51.95500564575195,rural,unimproved,NA,16.56800119675194,20161.00429174896
1244,ASEAN,Indonesia,IDN,2013,Upper middle income,3602.885516806293,253275.918,51.95500564575195,rural,surface water,NA,3.627956533544022,4414.729717511066
1245,ASEAN,Indonesia,IDN,2013,Upper middle income,3602.885516806293,253275.918,51.95500564575195,urban,safely managed,NA,33.32094440578418,43846.869968758474
1246,ASEAN,Indonesia,IDN,2013,Upper middle income,3602.885516806293,253275.918,51.95500564575195,urban,basic,NA,94.55154516679758,124419.92207021899
1247,ASEAN,Indonesia,IDN,2013,Upper middle income,3602.885516806293,253275.918,51.95500564575195,urban,limited,NA,NA,NA
1248,ASEAN,Indonesia,IDN,2013,Upper middle income,3602.885516806293,253275.918,51.95500564575195,urban,unimproved,NA,4.484177799800726,5900.707930430842
1249,ASEAN,Indonesia,IDN,2013,Upper middle income,3602.885516806293,253275.918,51.95500564575195,urban,surface water,NA,1,1315.8951749623009
1250,ASEAN,Indonesia,IDN,2013,Upper middle income,3602.885516806293,253275.918,51.95500564575195,national,safely managed,NA,27.70253949212427,70163.86120799028
1251,ASEAN,Indonesia,IDN,2013,Upper middle income,3602.885516806293,253275.918,51.95500564575195,national,basic,NA,87.03968854915904,220450.57019722342
1252,ASEAN,Indonesia,IDN,2013,Upper middle income,3602.885516806293,253275.918,51.95500564575195,national,limited,NA,NA,NA
1253,ASEAN,Indonesia,IDN,2013,Upper middle income,3602.885516806293,253275.918,51.95500564575195,national,unimproved,NA,10.2898488814503,26061.709215305982
1254,ASEAN,Indonesia,IDN,2013,Upper middle income,3602.885516806293,253275.918,51.95500564575195,national,surface water,NA,1.905735130574821,4826.7681466118765
1255,ASEAN,Indonesia,IDN,2013,Upper middle income,3602.885516806293,253275.918,51.95500564575195,rural,improved,piped,10.45134321700414,12717.86336506725
1256,ASEAN,Indonesia,IDN,2013,Upper middle income,3602.885516806293,253275.918,51.95500564575195,rural,improved,non-piped,69.3526990526999,84392.80312944266
1257,ASEAN,Indonesia,IDN,2013,Upper middle income,3602.885516806293,253275.918,51.95500564575195,urban,improved,piped,31.11435728271158,40943.232620373296
1258,ASEAN,Indonesia,IDN,2013,Upper middle income,3602.885516806293,253275.918,51.95500564575195,urban,improved,non-piped,64.08834101952891,84333.5387189366
1259,ASEAN,Indonesia,IDN,2013,Upper middle income,3602.885516806293,253275.918,51.95500564575195,national,improved,piped,21.1868133486649,53661.096003777566
1260,ASEAN,Indonesia,IDN,2013,Upper middle income,3602.885516806293,253275.918,51.95500564575195,national,improved,non-piped,66.61760263930998,168726.34463430458
1261,ASEAN,Indonesia,IDN,2014,Upper middle income,3476.6248544154746,256229.761,52.63500595092773,rural,safely managed,NA,21.91900689376487,26601.610596456692
1262,ASEAN,Indonesia,IDN,2014,Upper middle income,3476.6248544154746,256229.761,52.63500595092773,rural,basic,NA,79.94946936756588,97029.24324159596
1263,ASEAN,Indonesia,IDN,2014,Upper middle income,3476.6248544154746,256229.761,52.63500595092773,rural,limited,NA,NA,NA
1264,ASEAN,Indonesia,IDN,2014,Upper middle income,3476.6248544154746,256229.761,52.63500595092773,rural,unimproved,NA,15.68218601318972,19032.404508378622
1265,ASEAN,Indonesia,IDN,2014,Upper middle income,3476.6248544154746,256229.761,52.63500595092773,rural,surface water,NA,3.435869729375327,4169.8818310511715
1266,ASEAN,Indonesia,IDN,2014,Upper middle income,3476.6248544154746,256229.761,52.63500595092773,urban,safely managed,NA,33.46642127804907,45135.007769570635
1267,ASEAN,Indonesia,IDN,2014,Upper middle income,3476.6248544154746,256229.761,52.63500595092773,urban,basic,NA,94.97458673745334,128088.94846245147
1268,ASEAN,Indonesia,IDN,2014,Upper middle income,3476.6248544154746,256229.761,52.63500595092773,urban,limited,NA,NA,NA
1269,ASEAN,Indonesia,IDN,2014,Upper middle income,3476.6248544154746,256229.761,52.63500595092773,urban,unimproved,NA,4.096877255953729,5525.317010807326
1270,ASEAN,Indonesia,IDN,2014,Upper middle income,3476.6248544154746,256229.761,52.63500595092773,urban,surface water,NA,1,1348.665499503979
1271,ASEAN,Indonesia,IDN,2014,Upper middle income,3476.6248544154746,256229.761,52.63500595092773,national,safely managed,NA,27.99698939915589,71736.61902465248
1272,ASEAN,Indonesia,IDN,2014,Upper middle income,3476.6248544154746,256229.761,52.63500595092773,national,basic,NA,87.85794205210543,225118.19493962824
1273,ASEAN,Indonesia,IDN,2014,Upper middle income,3476.6248544154746,256229.761,52.63500595092773,national,limited,NA,NA,NA
1274,ASEAN,Indonesia,IDN,2014,Upper middle income,3476.6248544154746,256229.761,52.63500595092773,national,unimproved,NA,9.584256676483964,24557.717975781405
1275,ASEAN,Indonesia,IDN,2014,Upper middle income,3476.6248544154746,256229.761,52.63500595092773,national,surface water,NA,1.777291581106877,4553.949970543273
1276,ASEAN,Indonesia,IDN,2014,Upper middle income,3476.6248544154746,256229.761,52.63500595092773,rural,improved,piped,10.83147247515649,13145.422799803731
1277,ASEAN,Indonesia,IDN,2014,Upper middle income,3476.6248544154746,256229.761,52.63500595092773,rural,improved,non-piped,70.05047178227846,85015.50191036859
1278,ASEAN,Indonesia,IDN,2014,Upper middle income,3476.6248544154746,256229.761,52.63500595092773,urban,improved,piped,30.94155755025213,41729.8111689419
1279,ASEAN,Indonesia,IDN,2014,Upper middle income,3476.6248544154746,256229.761,52.63500595092773,urban,improved,non-piped,64.6767889584595,87227.3538869742
1280,ASEAN,Indonesia,IDN,2014,Upper middle income,3476.6248544154746,256229.761,52.63500595092773,national,improved,piped,21.41641690530871,54875.2338512361
1281,ASEAN,Indonesia,IDN,2014,Upper middle income,3476.6248544154746,256229.761,52.63500595092773,national,improved,non-piped,67.22203483710045,172242.85920243923
1282,ASEAN,Indonesia,IDN,2015,Upper middle income,3322.581678954442,259091.97,53.3129997253418,rural,safely managed,NA,22.21111833243983,26867.07264867074
1283,ASEAN,Indonesia,IDN,2015,Upper middle income,3322.581678954442,259091.97,53.3129997253418,rural,basic,NA,80.9815630771124,97957.13596365735
1284,ASEAN,Indonesia,IDN,2015,Upper middle income,3322.581678954442,259091.97,53.3129997253418,rural,limited,NA,NA,NA
1285,ASEAN,Indonesia,IDN,2015,Upper middle income,3322.581678954442,259091.97,53.3129997253418,rural,unimproved,NA,14.7963708296279,17898.025847517834
1286,ASEAN,Indonesia,IDN,2015,Upper middle income,3322.581678954442,259091.97,53.3129997253418,rural,surface water,NA,3.243782925206688,3923.7534195097182
1287,ASEAN,Indonesia,IDN,2015,Upper middle income,3322.581678954442,259091.97,53.3129997253418,urban,safely managed,NA,33.611898150314,46428.0145009897
1288,ASEAN,Indonesia,IDN,2015,Upper middle income,3322.581678954442,259091.97,53.3129997253418,urban,basic,NA,95.39771730107184,131772.58191156643
1289,ASEAN,Indonesia,IDN,2015,Upper middle income,3322.581678954442,259091.97,53.3129997253418,urban,limited,NA,NA,NA
1290,ASEAN,Indonesia,IDN,2015,Upper middle income,3322.581678954442,259091.97,53.3129997253418,urban,unimproved,NA,3.709576712106625,5124.02723023874
1291,ASEAN,Indonesia,IDN,2015,Upper middle income,3322.581678954442,259091.97,53.3129997253418,urban,surface water,NA,1,1381.2970125448264
1292,ASEAN,Indonesia,IDN,2015,Upper middle income,3322.581678954442,259091.97,53.3129997253418,national,safely managed,NA,28.28921669031991,73295.08882051866
1293,ASEAN,Indonesia,IDN,2015,Upper middle income,3322.581678954442,259091.97,53.3129997253418,national,basic,NA,88.6672494941837,229729.72345929558
1294,ASEAN,Indonesia,IDN,2015,Upper middle income,3322.581678954442,259091.97,53.3129997253418,national,limited,NA,NA,NA
1295,ASEAN,Indonesia,IDN,2015,Upper middle income,3322.581678954442,259091.97,53.3129997253418,national,unimproved,NA,8.885666074053935,23022.047278888
1296,ASEAN,Indonesia,IDN,2015,Upper middle income,3322.581678954442,259091.97,53.3129997253418,national,surface water,NA,1.651134768059444,4277.957597920144
1297,ASEAN,Indonesia,IDN,2015,Upper middle income,3322.581678954442,259091.97,53.3129997253418,rural,improved,piped,11.21160173330884,13561.807819322119
1298,ASEAN,Indonesia,IDN,2015,Upper middle income,3322.581678954442,259091.97,53.3129997253418,rural,improved,non-piped,70.74824451185657,85578.68165916768
1299,ASEAN,Indonesia,IDN,2015,Upper middle income,3322.581678954442,259091.97,53.3129997253418,urban,improved,piped,30.76875781779273,42500.79325343237
1300,ASEAN,Indonesia,IDN,2015,Upper middle income,3322.581678954442,259091.97,53.3129997253418,urban,improved,non-piped,65.26523689739014,90150.67674939538
1301,ASEAN,Indonesia,IDN,2015,Upper middle income,3322.581678954442,259091.97,53.3129997253418,national,improved,piped,21.63810872808441,56062.60217433585
1302,ASEAN,Indonesia,IDN,2015,Upper middle income,3322.581678954442,259091.97,53.3129997253418,national,improved,non-piped,67.8250904298022,175729.362948856
1303,ASEAN,Indonesia,IDN,2016,Upper middle income,3558.8188517573667,261850.182,53.9890022277832,rural,safely managed,NA,22.50322977111478,27111.864540886054
1304,ASEAN,Indonesia,IDN,2016,Upper middle income,3558.8188517573667,261850.182,53.9890022277832,rural,basic,NA,82.01277875203942,98808.89857868616
1305,ASEAN,Indonesia,IDN,2016,Upper middle income,3558.8188517573667,261850.182,53.9890022277832,rural,limited,NA,1.024969480856441,1234.8820149893313
1306,ASEAN,Indonesia,IDN,2016,Upper middle income,3558.8188517573667,261850.182,53.9890022277832,rural,unimproved,NA,13.91055564606614,16759.420945374804
1307,ASEAN,Indonesia,IDN,2016,Upper middle income,3558.8188517573667,261850.182,53.9890022277832,rural,surface water,NA,3.051696121037992,3676.679867515336
1308,ASEAN,Indonesia,IDN,2016,Upper middle income,3558.8188517573667,261850.182,53.9890022277832,urban,safely managed,NA,33.75737502257894,47722.902541872776
1309,ASEAN,Indonesia,IDN,2016,Upper middle income,3558.8188517573667,261850.182,53.9890022277832,urban,basic,NA,95.82093685765295,135462.34646710893
1310,ASEAN,Indonesia,IDN,2016,Upper middle income,3558.8188517573667,261850.182,53.9890022277832,urban,limited,NA,NA,NA
1311,ASEAN,Indonesia,IDN,2016,Upper middle income,3558.8188517573667,261850.182,53.9890022277832,urban,unimproved,NA,3.322276168259513,4696.711805612506
1312,ASEAN,Indonesia,IDN,2016,Upper middle income,3558.8188517573667,261850.182,53.9890022277832,urban,surface water,NA,1,1413.7030059343438
1313,ASEAN,Indonesia,IDN,2016,Upper middle income,3558.8188517573667,261850.182,53.9890022277832,national,safely managed,NA,28.57923081449624,74834.76790195848
1314,ASEAN,Indonesia,IDN,2016,Upper middle income,3558.8188517573667,261850.182,53.9890022277832,national,basic,NA,89.46766706583792,234271.24904305066
1315,ASEAN,Indonesia,IDN,2016,Upper middle income,3558.8188517573667,261850.182,53.9890022277832,national,limited,NA,NA,NA
1316,ASEAN,Indonesia,IDN,2016,Upper middle income,3558.8188517573667,261850.182,53.9890022277832,national,unimproved,NA,8.194047545014158,21456.128409786103
1317,ASEAN,Indonesia,IDN,2016,Upper middle income,3558.8188517573667,261850.182,53.9890022277832,national,surface water,NA,1.527254546089352,3999.1188085382423
1318,ASEAN,Indonesia,IDN,2016,Upper middle income,3558.8188517573667,261850.182,53.9890022277832,rural,improved,piped,11.59173099146119,13965.703751480558
1319,ASEAN,Indonesia,IDN,2016,Upper middle income,3558.8188517573667,261850.182,53.9890022277832,rural,improved,non-piped,71.44601724143467,86078.07684219493
1320,ASEAN,Indonesia,IDN,2016,Upper middle income,3558.8188517573667,261850.182,53.9890022277832,urban,improved,piped,30.59595808533328,43253.597914676844
1321,ASEAN,Indonesia,IDN,2016,Upper middle income,3558.8188517573667,261850.182,53.9890022277832,urban,improved,non-piped,65.85368483632084,93097.55220495968
1322,ASEAN,Indonesia,IDN,2016,Upper middle income,3558.8188517573667,261850.182,53.9890022277832,national,improved,piped,21.85192355415009,57219.30159704288
1323,ASEAN,Indonesia,IDN,2016,Upper middle income,3558.8188517573667,261850.182,53.9890022277832,national,improved,non-piped,68.42677435474639,179175.63318463275
1324,ASEAN,Indonesia,IDN,2017,Upper middle income,3839.785074604913,264498.852,54.65899658203125,rural,safely managed,NA,22.79534120978974,27337.639722939635
1325,ASEAN,Indonesia,IDN,2017,Upper middle income,3839.785074604913,264498.852,54.65899658203125,rural,basic,NA,83.04311639234699,99590.64777802746
1326,ASEAN,Indonesia,IDN,2017,Upper middle income,3839.785074604913,264498.852,54.65899658203125,rural,limited,NA,1.072533828279333,1286.2515686132194
1327,ASEAN,Indonesia,IDN,2017,Upper middle income,3839.785074604913,264498.852,54.65899658203125,rural,unimproved,NA,13.02474046250438,15620.106712674347
1328,ASEAN,Indonesia,IDN,2017,Upper middle income,3839.785074604913,264498.852,54.65899658203125,rural,surface water,NA,2.859609316869296,3429.4274664930717
