id,sdg_region,country,ISO3,year,income_group,GDPpercap,population_1000,rural_safelymanaged,rural_basic,rural_limited,rural_unimproved,rural_surfacewater,urban_safelymanaged,urban_basic,urban_limited,urban_unimproved,urban_surfacewater,national_safelymanaged,national_basic,national_limited,national_unimproved,national_surfacewater,rural_piped,rural_nonpiped,urban_piped,urban_nonpiped,national_piped,national_nonpiped
185,Latin America and the Caribbean,Argentina,ARG,2000,Upper middle income,7666.5178342378285,37070.774,-,76.404681496837384,<1,14.05623209164605,9.5390864115165641,-,98.705444529202794,<1,1.1700734806643229,<1,-,96.28402574421257,<1,2.569254610144172,1.146719645643258,49.596935823671629,26.807745673165751,94.138347962762509,4.5670965664402843,89.302039809410729,6.981985934801858
186,Latin America and the Caribbean,Argentina,ARG,2001,Upper middle income,7168.975872329107,37480.493,-,77.786263042943119,<1,13.108174825573659,9.1055621314832251,-,98.761037965666759,<1,1.114874493349137,<1,-,96.522819865294153,<1,2.394679310877065,1.082500823828781,52.300730912815197,25.485532130127918,94.384680647063647,4.3763573186031124,89.893902180796871,6.6289176844972664
187,Latin America and the Caribbean,Argentina,ARG,2002,Upper middle income,2579.4887693328405,37885.028,-,79.167844589048855,<1,12.160117559501259,8.6720378514498861,-,98.816631402130739,<1,1.059675506033936,<1,-,96.755469296968897,<1,2.2241162035798312,1.0204144994512721,55.004526001958773,24.163318587090089,94.631013331364784,4.1856180707659547,90.47419051104643,6.2812787859224688
188,Latin America and the Caribbean,Argentina,ARG,2003,Upper middle income,3333.1529038899735,38278.164,-,80.54942613515459,<1,11.21206029342898,8.2385135714164335,-,98.872224838594704,<1,1.004476518718749,<1,-,96.98241661985584,<1,2.0572814779152999,<1,57.708321091102327,22.841105044052259,94.877346015665921,3.9948788229287828,91.043737848257862,5.9386787715979779
189,Latin America and the Caribbean,Argentina,ARG,2004,Upper middle income,4258.1602606087508,38668.796,-,81.931007681260326,<1,10.26400302735658,7.8049892913830936,-,98.927818275058669,<1,<1,<1,-,97.204346115727446,<1,1.8937861194140699,<1,60.412116180244993,21.518891501015329,95.123678699967058,3.8041395750916109,91.603930198395688,5.6004159173317554
190,Latin America and the Caribbean,Argentina,ARG,2005,Upper middle income,5086.6277607313414,39070.501,-,83.312589227366061,<1,9.3159457612842971,7.3714650113496418,-,98.983411711522635,<1,<1,<1,-,97.421188306891338,<1,1.7336534630848901,<1,63.115911269388562,20.196677957977499,95.370011384268196,3.613400327254439,92.154600683973825,5.2665876229175161
191,Latin America and the Caribbean,Argentina,ARG,2006,Upper middle income,5890.9780016979494,39476.851,-,84.694170773471797,<1,8.3678884952119006,6.9379407313163028,-,>99,<1,<1,<1,-,97.633214175706613,<1,1.576719709202195,<1,65.81970635853213,18.87446441493967,95.61634406856939,3.4226610794172099,92.696276450906467,4.9369377248001598
192,Latin America and the Caribbean,Argentina,ARG,2007,Upper middle income,7210.5955475589881,39876.111,-,86.075752319577532,<1,7.4198312291395041,6.5044164512829639,-,>99,<1,<1,<1,-,97.840360104912747,<1,1.423010155133799,<1,68.523501447674789,17.552250871902739,95.862676752870527,3.231921831580038,93.228817859598152,4.6115422453145891
193,Latin America and the Caribbean,Argentina,ARG,2008,Upper middle income,8977.5068509336506,40273.769,-,87.457333865683268,<1,6.4717739630672213,6.0708921712495112,-,>99,<1,<1,<1,-,98.042878112527646,<1,1.272371741640643,<1,71.227296536818358,16.23003732886491,96.109009437171665,3.041182583742867,93.752711286312305,4.2901668262153363
194,Latin America and the Caribbean,Argentina,ARG,2009,Upper middle income,8184.3898892399056,40684.338,-,88.838915411789003,<1,5.5237166969948248,5.6373678912161722,-,>99,<1,<1,<1,-,98.24072911453942,<1,1.1248139336785601,<1,73.931091625961926,14.90782378582708,96.355342121472802,2.8504433359056951,94.267864387445698,3.972864727093727
195,Latin America and the Caribbean,Argentina,ARG,2010,Upper middle income,10385.964431955526,41100.123,-,90.220496957894738,<1,4.5756594309224283,5.2038436111828332,-,>99,<1,<1,<1,-,98.434047898915622,<1,<1,<1,76.634886715104585,13.58561024279015,96.601674805773939,2.659704088068537,94.774514132964654,3.6595337659509748
196,Latin America and the Caribbean,Argentina,ARG,2011,Upper middle income,12848.739151456781,41520.74,-,91.602078504000474,<1,3.627602164850146,4.7703193311493806,-,>99,<1,<1,<1,-,98.621862776652137,<1,<1,<1,79.338681804248154,12.26339669975232,96.848007490075076,2.4689648402313651,95.270419654124751,3.3514431225273711
197,Latin America and the Caribbean,Argentina,ARG,2012,Upper middle income,13082.664325571988,41952.365,-,92.983660050106209,<1,2.679544898777749,4.3367950511160416,-,>99,<1,<1,<1,-,98.80529365591066,<1,<1,<1,82.042476893391722,10.941183156714491,97.094340174376214,2.2782255923941932,95.757884098523888,3.047409557386763
198,Latin America and the Caribbean,Argentina,ARG,2013,Upper middle income,13080.254732336658,42388.269,-,92.983660050106209,<1,2.679544898777749,4.3367950511160416,-,>99,<1,<1,<1,-,98.864198960498172,<1,<1,<1,82.042476893391722,10.941183156714491,97.340672858677351,2.0874863445570209,96.001925747362748,2.862273213135424
199,Latin America and the Caribbean,Argentina,ARG,2014,Upper middle income,12334.798245389289,42824.054,-,92.983660050106209,<1,2.679544898777749,4.3367950511160416,-,>99,<1,<1,<1,-,98.923247985146574,<1,<1,<1,82.042476893391722,10.941183156714491,97.587005542978545,1.896747096719793,96.246599389638078,2.6766485955084969
200,Latin America and the Caribbean,Argentina,ARG,2015,Upper middle income,13789.060424772022,43257.065,-,92.983660050106209,<1,2.679544898777749,4.3367950511160416,-,>99,<1,<1,<1,-,98.982308188031084,<1,<1,<1,82.042476893391722,10.941183156714491,97.833338227279683,1.7060078488826209,96.491587531606839,2.4907206564242519
201,Latin America and the Caribbean,Argentina,ARG,2016,Upper middle income,12790.264139613471,43668.241,-,92.983660050106209,<1,2.679544898777749,4.3367950511160416,-,>99,<1,<1,<1,-,>99,<1,<1,<1,82.042476893391722,10.941183156714491,98.07967091158082,1.515268601045449,96.736873568879247,2.3045002119540658
202,Latin America and the Caribbean,Argentina,ARG,2017,Upper middle income,14613.035648657093,44054.616,-,-,-,-,-,-,>99,<1,<1,<1,-,-,-,-,-,-,-,98.326003595881957,1.3245293532082909,-,-
203,Latin America and the Caribbean,Argentina,ARG,2018,Upper middle income,11795.16274527976,44413.596,-,-,-,-,-,-,>99,<1,<1,<1,-,-,-,-,-,-,-,98.572336280183094,1.133790105371119,-,-
204,Latin America and the Caribbean,Argentina,ARG,2019,Upper middle income,9963.674161716619,44745.52,-,-,-,-,-,-,>99,<1,<1,<1,-,-,-,-,-,-,-,98.818668964484232,<1,-,-
205,Latin America and the Caribbean,Argentina,ARG,2020,Upper middle income,8500.8379385053358,45036.032,-,-,-,-,-,-,>99,<1,<1,<1,-,-,-,-,-,-,-,>99,<1,-,-
206,Latin America and the Caribbean,Argentina,ARG,2021,Upper middle income,10650.860460434518,45276.78,-,-,-,-,-,-,>99,<1,<1,<1,-,-,-,-,-,-,-,>99,<1,-,-
207,Latin America and the Caribbean,Argentina,ARG,2022,Upper middle income,13650.604629452395,45510.318,-,-,-,-,-,-,>99,<1,<1,<1,-,-,-,-,-,-,-,>99,<1,-,-
208,Northern Africa and Western Asia,Armenia,ARM,2000,Upper middle income,603.29802524711511,3168.523,-,89.085733520069738,4.6225258202156567,5.7488458641328464,<1,-,98.745282806048991,<1,<1,<1,82.350719349539759,95.332179507380388,2.110092022745568,2.3610754656480459,<1,73.50467541241278,20.203583927872611,97.280729808664319,2.2018316009028212,88.879700012411405,8.5625715177145523
209,Northern Africa and Western Asia,Armenia,ARM,2001,Upper middle income,676.15001130776579,3133.133,-,89.745684832712129,4.3281919968604257,5.3560997352460333,<1,-,98.819650115790495,<1,<1,<1,82.458618692295431,95.587959408723137,1.9819850444539819,2.220874576094602,<1,74.802402453615741,19.27147437595681,97.41582792284953,2.0879870599235351,89.362058806264059,8.2078856469130468
210,Northern Africa and Western Asia,Armenia,ARM,2002,Upper middle income,765.31617768154001,3105.037,-,90.408064187981793,4.0314301308779221,4.9633536063592203,<1,-,98.894040182536941,<1,<1,<1,82.573824915364398,95.859115211581368,1.8471481002398049,2.072659920238161,<1,76.100129494819157,18.339364824040558,97.550926037034742,1.9741425189442481,89.879262479910352,7.8270008319108211
211,Northern Africa and Western Asia,Armenia,ARM,2003,Upper middle income,910.17126174518364,3084.102,-,91.072871585878957,3.7322402222679192,4.5706074774724144,<1,-,98.968453006288314,<1,<1,<1,82.691905672487962,96.136862236715345,1.7091212534964899,1.9212746668091689,<1,77.397856536022118,17.407255272124761,97.68602415122001,1.8602979779649049,90.410080119602412,7.4359033706094291
212,Northern Africa and Western Asia,Armenia,ARM,2004,Upper middle income,1166.6382039002456,3065.745,-,91.740107026403379,3.4306222710306571,4.1778613485856013,<1,-,>99,<1,<1,<1,82.810559450851457,96.416662227060883,1.569719474371158,1.769161860075833,<1,78.695583577225534,16.475145720208499,97.821122265405222,1.7464534369856179,90.943196155264658,7.0431855461673782
213,Northern Africa and Western Asia,Armenia,ARM,2005,Upper middle income,1608.1634075824245,3047.246,-,92.409770509555187,3.126576277165896,3.785115219698902,<1,-,>99,<1,<1,<1,82.929755860524423,96.698459583914655,1.4289624023929819,1.6163508055820539,<1,79.993310618428495,15.543036168292589,97.956220379590434,1.6326088960063321,91.478434381120636,6.6489876051869956
214,Northern Africa and Western Asia,Armenia,ARM,2006,Upper middle income,2109.5263835730952,3026.486,-,93.081862035334396,2.820102240673847,3.3923690908120889,<1,-,>99,<1,<1,<1,83.049566318815863,96.982401991316479,1.2867868587319431,1.462770052555791,<1,81.291037659631911,14.610926616376331,98.091318493775702,1.518764355026988,92.01616776071009,6.2530210893383371
215,Northern Africa and Western Asia,Armenia,ARM,2007,Upper middle income,3064.2799626385881,3004.393,-,93.756381603741076,2.5112001615543278,2.9996229619252759,<1,-,>99,<1,<1,<1,83.169924325342407,97.268367138345056,1.143236467098578,1.308484772068857,<1,82.588764700834872,13.67881706446053,98.226416607960914,1.4049198140477019,92.556046320157549,5.8555572852860953
216,Northern Africa and Western Asia,Armenia,ARM,2008,Upper middle income,3908.9490601143148,2983.421,-,94.433329214775029,2.1998700398075361,2.6068768330384628,<1,-,>99,<1,<1,<1,83.29089229769302,97.556481362450427,<1,1.153435004333065,<1,83.886491742038288,12.74670751254428,98.361514722146126,1.291075273068401,93.098396571809104,5.4563435368896691
217,Northern Africa and Western Asia,Armenia,ARM,2009,Upper middle income,2917.3662418517574,2964.296,-,95.112704868436481,1.886111875433244,2.2141307041516569,<1,-,>99,<1,<1,<1,83.266164619699154,97.846642988861348,<1,<1,<1,85.184218783241249,11.814597960628481,98.496612836331337,1.1772307320891291,93.642914524599277,5.055614928766146
218,Northern Africa and Western Asia,Armenia,ARM,2010,Upper middle income,3143.0294799682983,2946.293,-,95.794508564725206,1.5699256684316789,1.8213845752648441,<1,-,>99,<1,<1,<1,83.241589353542267,98.138914628293037,<1,<1,<1,86.481945824444665,10.88248840871222,98.631710950516606,1.0633861911097711,94.189755972009863,4.653249790788748
219,Northern Africa and Western Asia,Armenia,ARM,2011,Upper middle income,3462.681778404311,2928.976,-,96.478740303641402,1.251311418802644,1.4286384463780311,<1,-,>99,<1,<1,<1,83.21716934133083,98.433310457131597,<1,<1,<1,87.779672865647626,9.9503788567964193,98.766809064701818,<1,94.738927543204312,4.2492485070106554
220,Northern Africa and Western Asia,Armenia,ARM,2012,Upper middle income,3643.7154010856507,2914.421,-,97.165400085184885,<1,1.035892317491218,<1,-,>99,<1,<1,<1,83.192889034000729,98.729822903894572,<1,<1,<1,89.077399906851042,9.0182693048801639,98.901907178887029,<1,95.290414768368407,3.8436106947692239
221,Northern Africa and Western Asia,Armenia,ARM,2013,Upper middle income,3833.1570739634799,2901.385,-,97.854487909355868,<1,<1,<1,-,>99,<1,<1,<1,83.169022608551174,>99,<1,<1,<1,90.375126948054003,8.0861597529643632,>99,<1,95.846316203462081,3.4345686935905291
222,Northern Africa and Western Asia,Armenia,ARM,2014,Upper middle income,4017.2299144947342,2889.93,-,98.546003776154123,<1,<1,<1,-,>99,<1,<1,<1,83.145348035058916,>99,<1,<1,<1,91.672853989256964,7.1540502010485616,>99,<1,96.405782189687443,3.0227120192186012
223,Northern Africa and Western Asia,Armenia,ARM,2015,Upper middle income,3666.1418221090494,2878.595,-,>99,<1,<1,<1,-,>99,<1,<1,<1,83.078210716594114,>99,<1,<1,<1,92.97058103046038,6.0809446958088387,>99,<1,96.96803715218573,2.5565236803419258
224,Northern Africa and Western Asia,Armenia,ARM,2016,Upper middle income,3679.9523474037628,2865.835,-,>99,<1,<1,<1,-,>99,<1,<1,<1,82.934730860708257,>99,<1,<1,<1,94.268308071663341,4.7599386750034256,>99,<1,97.5321639520118,1.9971870556570921
225,Northern Africa and Western Asia,Armenia,ARM,2017,Upper middle income,4041.9950710505846,2851.923,-,>99,<1,<1,<1,-,>99,<1,<1,<1,82.791458376032793,>99,<1,<1,<1,95.566035112866757,3.4391138277820801,>99,<1,98.097324502643559,1.437083054718703
226,Northern Africa and Western Asia,Armenia,ARM,2018,Upper middle income,4391.9232699147351,2836.557,-,>99,<1,<1,<1,-,>99,<1,<1,<1,82.959838041252169,>99,<1,<1,<1,96.863762154069718,3.1362378459302822,>99,<1,98.662709182038228,1.252119307121077
227,Northern Africa and Western Asia,Armenia,ARM,2019,Upper middle income,4828.5048862659842,2820.602,-,>99,<1,<1,<1,-,>99,<1,<1,<1,82.822847760034378,>99,<1,<1,<1,98.161489195273134,1.8385108047268659,>99,<1,>99,<1
228,Northern Africa and Western Asia,Armenia,ARM,2020,Upper middle income,4505.8677417569525,2805.608,-,>99,<1,<1,<1,-,>99,<1,<1,<1,82.685818785465727,>99,<1,<1,<1,>99,<1,>99,<1,>99,<1
229,Northern Africa and Western Asia,Armenia,ARM,2021,Upper middle income,4972.7832036191703,2790.974,-,>99,<1,<1,<1,-,>99,<1,<1,<1,82.548777719211103,>99,<1,<1,<1,>99,<1,>99,<1,>99,<1
230,Northern Africa and Western Asia,Armenia,ARM,2022,Upper middle income,7018.0515043479845,2780.469,-,>99,<1,<1,<1,-,>99,<1,<1,<1,82.411723941556929,>99,<1,<1,<1,>99,<1,>99,<1,>99,<1
231,Latin America and the Caribbean,Aruba,ABW,2000,High income,21026.16709090224,89.101,-,-,-,-,-,-,-,-,-,-,-,94.488806355508075,<1,5.4195766037223434,<1,-,-,-,-,91.099400000000003,3.389406355508072
232,Latin America and the Caribbean,Aruba,ABW,2001,High income,20911.19276709071,90.691,-,-,-,-,-,-,-,-,-,-,-,94.770491107631244,<1,5.1312732375846792,<1,-,-,-,-,91.323840000000018,3.4466511076312258
233,Latin America and the Caribbean,Aruba,ABW,2002,High income,21375.269123445967,91.781,-,-,-,-,-,-,-,-,-,-,-,95.0521758597543,<1,4.8429698714471314,<1,-,-,-,-,91.548280000000034,3.503895859754266
234,Latin America and the Caribbean,Aruba,ABW,2003,High income,22050.589873286972,92.701,-,-,-,-,-,-,-,-,-,-,-,95.333860611877469,<1,4.5546665053094681,<1,-,-,-,-,91.772719999999993,3.5611406118774771
235,Latin America and the Caribbean,Aruba,ABW,2004,High income,24105.524120771683,93.54,-,-,-,-,-,-,-,-,-,-,-,95.615545364000639,<1,4.2663631391718067,<1,-,-,-,-,91.997160000000008,3.61838536400063
236,Latin America and the Caribbean,Aruba,ABW,2005,High income,24978.221674118664,94.483,-,-,-,-,-,-,-,-,-,-,-,95.897230116123808,<1,3.9780597730341429,<1,-,-,-,-,92.221600000000024,3.6756301161237839
237,Latin America and the Caribbean,Aruba,ABW,2006,High income,25832.92556496711,95.606,-,-,-,-,-,-,-,-,-,-,-,96.178914868246977,<1,3.6897564068964819,<1,-,-,-,-,92.446040000000039,3.7328748682469381
238,Latin America and the Caribbean,Aruba,ABW,2007,High income,27665.299480117403,96.787,-,-,-,-,-,-,-,-,-,-,-,96.460599620370147,<1,3.401453040758819,<1,-,-,-,-,92.670479999999998,3.7901196203701488
239,Latin America and the Caribbean,Aruba,ABW,2008,High income,29011.6390567532,97.996,-,-,-,-,-,-,-,-,-,-,-,96.742284372493202,<1,3.1131496746212708,<1,-,-,-,-,92.894920000000013,3.847364372493189
240,Latin America and the Caribbean,Aruba,ABW,2009,High income,25740.770230308688,99.212,-,-,-,-,-,-,-,-,-,-,-,97.023969124616372,<1,2.824846308483608,<1,-,-,-,-,93.119360000000029,3.9046091246163428
241,Latin America and the Caribbean,Aruba,ABW,2010,High income,24452.588739437622,100.341,-,-,-,-,-,-,-,-,-,-,-,97.305653876739541,<1,2.536542942345946,<1,-,-,-,-,93.343799999999987,3.961853876739553
242,Latin America and the Caribbean,Aruba,ABW,2011,High income,26043.156325301068,101.288,-,-,-,-,-,-,-,-,-,-,-,97.58733862886271,<1,2.2482395762082832,<1,-,-,-,-,93.568240000000003,4.0190986288627073
243,Latin America and the Caribbean,Aruba,ABW,2012,High income,25611.175766690183,102.112,-,-,-,-,-,-,-,-,-,-,-,97.86902338098588,<1,1.959936210070621,<1,-,-,-,-,93.792680000000018,4.0763433809858611
244,Latin America and the Caribbean,Aruba,ABW,2013,High income,26514.868980077674,102.88,-,-,-,-,-,-,-,-,-,-,-,97.86902338098588,<1,1.959936210070621,<1,-,-,-,-,93.792680000000018,4.0763433809858611
245,Latin America and the Caribbean,Aruba,ABW,2014,High income,26940.264114431251,103.594,-,-,-,-,-,-,-,-,-,-,-,97.86902338098588,<1,1.959936210070621,<1,-,-,-,-,93.792680000000018,4.0763433809858611
246,Latin America and the Caribbean,Aruba,ABW,2015,High income,28419.2645344661,104.257,-,-,-,-,-,-,-,-,-,-,-,97.86902338098588,<1,1.959936210070621,<1,-,-,-,-,93.792680000000018,4.0763433809858611
247,Latin America and the Caribbean,Aruba,ABW,2016,High income,28449.712946304389,104.874,-,-,-,-,-,-,-,-,-,-,-,97.86902338098588,<1,1.959936210070621,<1,-,-,-,-,93.792680000000018,4.0763433809858611
248,Latin America and the Caribbean,Aruba,ABW,2017,High income,29329.081746595944,105.439,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
249,Latin America and the Caribbean,Aruba,ABW,2018,High income,30918.483584132984,105.962,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
250,Latin America and the Caribbean,Aruba,ABW,2019,High income,31902.8098183195,106.442,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
251,Latin America and the Caribbean,Aruba,ABW,2020,High income,24008.12782174769,106.585,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
252,Latin America and the Caribbean,Aruba,ABW,2021,High income,29127.75938419086,106.537,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
253,Latin America and the Caribbean,Aruba,ABW,2022,High income,33300.838818701137,106.445,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
254,Australia and New Zealand,Australia,AUS,2000,High income,21870.415966959361,19017.963,-,>99,<1,<1,<1,98.28848410952547,>99,<1,<1,<1,-,>99,<1,<1,<1,74.805319999999938,24.25134666666672,96.523816666666676,3.3111833333333038,93.099895370507468,6.6123998145899119
255,Australia and New Zealand,Australia,AUS,2001,High income,19695.729737914389,19248.143,-,>99,<1,<1,<1,98.28848410952547,>99,<1,<1,<1,-,>99,<1,<1,<1,74.805319999999938,24.25134666666672,96.523816666666676,3.3111833333333038,93.070575246897548,6.6406688470642852
256,Australia and New Zealand,Australia,AUS,2002,High income,20301.843171325632,19475.844,-,>99,<1,<1,<1,98.28848410952547,>99,<1,<1,<1,-,>99,<1,<1,<1,74.805319999999938,24.25134666666672,96.523816666666676,3.3111833333333038,93.097071278749027,6.6151220155387689
257,Australia and New Zealand,Australia,AUS,2003,High income,23718.133850186834,19698.999,-,>99,<1,<1,<1,98.420493178353155,>99,<1,<1,<1,-,>99,<1,<1,<1,75.728890000000092,23.409443333333211,96.715883333333352,3.1291166666666328,93.429950640986831,6.3044078997567476
258,Australia and New Zealand,Australia,AUS,2004,High income,30836.730682468526,19925.056,-,>99,<1,<1,<1,98.552526717905678,>99,<1,<1,<1,-,>99,<1,<1,<1,76.652460000000019,22.567539999999969,96.907950000000028,2.9470499999999622,93.760857727318026,5.9954855361039758
259,Australia and New Zealand,Australia,AUS,2005,High income,34479.767929838767,20171.731,-,>99,<1,<1,<1,98.684584728183012,>99,<1,<1,<1,-,>99,<1,<1,<1,77.576029999999946,21.725636666666691,97.100016666666647,2.7649833333333329,94.089811811213877,5.6883368713533242
260,Australia and New Zealand,Australia,AUS,2006,High income,36595.707154842261,20467.03,-,>99,<1,<1,<1,98.816667209185169,>99,<1,<1,<1,-,>99,<1,<1,<1,78.4996000000001,20.883733333333211,97.292083333333323,2.5829166666666619,94.416832383715374,5.3829415684569932
261,Australia and New Zealand,Australia,AUS,2007,High income,41051.612065228765,20830.828,-,>99,<1,<1,<1,98.94877416091218,>99,<1,<1,<1,-,>99,<1,<1,<1,79.423170000000027,20.041829999999958,97.48415,2.4008499999999908,94.742855927070138,5.0783982370260743
262,Australia and New Zealand,Australia,AUS,2008,High income,49701.281784333456,21247.873,-,>99,<1,<1,<1,>99,>99,<1,<1,<1,-,>99,<1,<1,<1,80.346739999999954,19.199926666666681,97.676216666666676,2.218783333333306,95.066921346666064,4.7756337751552049
263,Australia and New Zealand,Australia,AUS,2009,High income,42816.56740028294,21660.892,-,>99,<1,<1,<1,>99,>99,<1,<1,<1,-,>99,<1,<1,<1,81.270310000000109,18.358023333333211,97.868283333333352,2.036716666666635,95.389044190496264,4.4746305193503311
264,Australia and New Zealand,Australia,AUS,2010,High income,52147.024194284313,22019.168,-,>99,<1,<1,<1,>99,>99,<1,<1,<1,-,>99,<1,<1,<1,82.193880000000036,17.506149997000261,98.060350000000028,1.8546499999999639,95.709255088378896,4.1738894047779613
265,Australia and New Zealand,Australia,AUS,2011,High income,62609.66071610435,22357.034,-,>99,<1,<1,<1,>99,>99,<1,<1,<1,-,>99,<1,<1,<1,83.117449999999963,16.582824748147569,98.252416666666647,1.672583333333336,96.027572809425109,3.8643890131218548
266,Australia and New Zealand,Australia,AUS,2012,High income,68078.044228316765,22729.269,-,>99,<1,<1,<1,>99,>99,<1,<1,<1,-,>99,<1,<1,<1,84.041020000000117,15.659499100226171,98.444483333333324,1.490516666666664,96.341864814783847,3.5589047778270309
267,Australia and New Zealand,Australia,AUS,2013,High income,68198.419344686903,23111.782,-,>99,<1,<1,<1,>99,>99,<1,<1,<1,-,>99,<1,<1,<1,84.964590000000044,14.73617305421172,98.63655,1.308449999999979,96.654387869243394,3.2552015220555388
268,Australia and New Zealand,Australia,AUS,2014,High income,62558.243878633199,23469.579,-,>99,<1,<1,<1,>99,>99,<1,<1,<1,-,>99,<1,<1,<1,85.888159999999971,14.111840000000029,98.828616666666676,1.126383333333308,96.965446700716996,2.9960297137519292
269,Australia and New Zealand,Australia,AUS,2015,High income,56758.869202782145,23820.236,-,>99,<1,<1,<1,>99,>99,<1,<1,<1,-,>99,<1,<1,<1,86.811729999999898,13.188270000000101,>99,<1,97.274921450190405,2.695079453794115
270,Australia and New Zealand,Australia,AUS,2016,High income,49918.79393272537,24195.701,-,>99,<1,<1,<1,>99,>99,<1,<1,<1,-,>99,<1,<1,<1,86.811729999999898,13.188270000000101,>99,<1,97.287008416010138,2.682958260127108
271,Australia and New Zealand,Australia,AUS,2017,High income,53954.553494614018,24590.334,-,>99,<1,<1,<1,>99,>99,<1,<1,<1,-,>99,<1,<1,<1,86.811729999999898,13.188270000000101,>99,<1,97.299713414527162,2.6702240911063848
272,Australia and New Zealand,Australia,AUS,2018,High income,57273.520475007921,24979.23,-,>99,<1,<1,<1,>99,>99,<1,<1,<1,-,>99,<1,<1,<1,86.811729999999898,13.188270000000101,>99,<1,97.312892911339219,2.6570008564812029
273,Australia and New Zealand,Australia,AUS,2019,High income,55049.571919719048,25357.17,-,>99,<1,<1,<1,>99,>99,<1,<1,<1,-,>99,<1,<1,<1,86.811729999999898,13.188270000000101,>99,<1,97.326567166512064,2.643287199383253
274,Australia and New Zealand,Australia,AUS,2020,High income,51868.247556782342,25670.051,-,>99,<1,<1,<1,>99,>99,<1,<1,<1,-,>99,<1,<1,<1,-,-,-,-,-,-
275,Australia and New Zealand,Australia,AUS,2021,High income,60697.245435857883,25921.089,-,>99,<1,<1,<1,>99,>99,<1,<1,<1,-,>99,<1,<1,<1,-,-,-,-,-,-
276,Australia and New Zealand,Australia,AUS,2022,High income,65099.845911898068,26177.413,-,>99,<1,<1,<1,>99,>99,<1,<1,<1,-,>99,<1,<1,<1,-,-,-,-,-,-
277,Europe and Northern America,Austria,AUT,2000,High income,24625.600722743384,8010.428,-,>99,<1,<1,<1,-,>99,<1,<1,<1,96.719234769969461,>99,<1,<1,<1,-,-,-,-,-,-
278,Europe and Northern America,Austria,AUT,2001,High income,24558.763677886778,8039.626,-,>99,<1,<1,<1,-,>99,<1,<1,<1,96.890497769912258,>99,<1,<1,<1,-,-,-,-,-,-
279,Europe and Northern America,Austria,AUT,2002,High income,26527.593091034709,8078.992,-,>99,<1,<1,<1,-,>99,<1,<1,<1,97.061754510304326,>99,<1,<1,<1,-,-,-,-,-,-
280,Europe and Northern America,Austria,AUT,2003,High income,32294.048860655868,8120.104,-,>99,<1,<1,<1,-,>99,<1,<1,<1,97.233012394845431,>99,<1,<1,<1,-,-,-,-,-,-
281,Europe and Northern America,Austria,AUT,2004,High income,36889.23351351943,8171.217,-,>99,<1,<1,<1,-,>99,<1,<1,<1,97.404272930870945,>99,<1,<1,<1,-,-,-,-,-,-
282,Europe and Northern America,Austria,AUT,2005,High income,38417.457785767721,8227.034,-,>99,<1,<1,<1,-,>99,<1,<1,<1,97.575534668475129,>99,<1,<1,<1,-,-,-,-,-,-
283,Europe and Northern America,Austria,AUT,2006,High income,40669.326958615246,8267.763,-,>99,<1,<1,<1,-,>99,<1,<1,<1,97.746797684182283,>99,<1,<1,<1,-,-,-,-,-,-
284,Europe and Northern America,Austria,AUT,2007,High income,46915.337400450662,8294.722,-,>99,<1,<1,<1,-,>99,<1,<1,<1,97.918054695128063,>99,<1,<1,<1,-,-,-,-,-,-
285,Europe and Northern America,Austria,AUT,2008,High income,51919.983575422637,8321.131,-,>99,<1,<1,<1,-,>99,<1,<1,<1,98.089314017349423,>99,<1,<1,<1,-,-,-,-,-,-
286,Europe and Northern America,Austria,AUT,2009,High income,48153.324019963111,8342.935,-,>99,<1,<1,<1,-,>99,<1,<1,<1,98.260576445840812,>99,<1,<1,<1,-,-,-,-,-,-
287,Europe and Northern America,Austria,AUT,2010,High income,46903.76158543428,8362.829,-,>99,<1,<1,<1,-,>99,<1,<1,<1,98.431837031855466,>99,<1,<1,<1,-,-,-,-,-,-
288,Europe and Northern America,Austria,AUT,2011,High income,51442.276246440721,8391.2,-,>99,<1,<1,<1,-,>99,<1,<1,<1,98.60309534338765,>99,<1,<1,<1,-,-,-,-,-,-
289,Europe and Northern America,Austria,AUT,2012,High income,48564.917335087463,8429.637,-,>99,<1,<1,<1,-,>99,<1,<1,<1,98.77435270231355,>99,<1,<1,<1,-,-,-,-,-,-
290,Europe and Northern America,Austria,AUT,2013,High income,50731.127254184663,8479.539,-,>99,<1,<1,<1,-,>99,<1,<1,<1,98.912641857491622,>99,<1,<1,<1,-,-,-,-,-,-
291,Europe and Northern America,Austria,AUT,2014,High income,51786.37717479049,8546.066,-,>99,<1,<1,<1,-,>99,<1,<1,<1,98.911030882147983,>99,<1,<1,<1,-,-,-,-,-,-
292,Europe and Northern America,Austria,AUT,2015,High income,44195.817594774824,8642.421,-,>99,<1,<1,<1,-,>99,<1,<1,<1,98.909421345226733,>99,<1,<1,<1,-,-,-,-,-,-
